category,product_id,product_title,product_url,seller_name,price_value,price_currency,price_raw,source
Motherboards,5748737,Asus Pro Q570M-C/CSM,https://www.prisjakt.nu/produkt.php?p=5748737,CDON,1116.0,SEK,1 116 kr,html
Motherboards,5590327,Asus TUF B450M-Plus Gaming II,https://www.prisjakt.nu/produkt.php?p=5590327,Senetic,940.0,SEK,940 kr,html
Motherboards,5590327,Asus TUF B450M-Plus Gaming II,https://www.prisjakt.nu/produkt.php?p=5590327,Buyersclub,1139.0,SEK,(1 139 kr) 953 kr,html
Motherboards,5590327,Asus TUF B450M-Plus Gaming II,https://www.prisjakt.nu/produkt.php?p=5590327,ComputerSalg,1052.0,SEK,1 052 kr,html
Motherboards,5590327,Asus TUF B450M-Plus Gaming II,https://www.prisjakt.nu/produkt.php?p=5590327,CDON,1052.0,SEK,1 052 kr,html
Motherboards,5590327,Asus TUF B450M-Plus Gaming II,https://www.prisjakt.nu/produkt.php?p=5590327,Proshop,1060.0,SEK,1 060 kr,html
Graphics Cards,13067197,Sparkle Intel ARC A770 Titan OC HDMI 3xDP 16GB,https://www.prisjakt.nu/produkt.php?p=13067197,ComputerSalg,4312.0,SEK,4 312 kr,html
Graphics Cards,13067197,Sparkle Intel ARC A770 Titan OC HDMI 3xDP 16GB,https://www.prisjakt.nu/produkt.php?p=13067197,CDON,4312.0,SEK,4 312 kr,html
Graphics Cards,13067197,Sparkle Intel ARC A770 Titan OC HDMI 3xDP 16GB,https://www.prisjakt.nu/produkt.php?p=13067197,Proshop,4314.0,SEK,4 314 kr,html
Graphics Cards,13067197,Sparkle Intel ARC A770 Titan OC HDMI 3xDP 16GB,https://www.prisjakt.nu/produkt.php?p=13067197,Komplett.se,4389.0,SEK,4 389 kr,html
Motherboards,14395022,Gigabyte B860M Aorus Elite WIFI6E,https://www.prisjakt.nu/produkt.php?p=14395022,Senetic,2271.0,SEK,2 271 kr,html
Motherboards,14395022,Gigabyte B860M Aorus Elite WIFI6E,https://www.prisjakt.nu/produkt.php?p=14395022,Proshop,2488.0,SEK,2 488 kr,html
Motherboards,14395022,Gigabyte B860M Aorus Elite WIFI6E,https://www.prisjakt.nu/produkt.php?p=14395022,Amazon.se,2495.0,SEK,2 495 kr,html
Motherboards,14395022,Gigabyte B860M Aorus Elite WIFI6E,https://www.prisjakt.nu/produkt.php?p=14395022,ComputerSalg,2495.0,SEK,2 495 kr,html
